wLgaTt_3mxg,,
xhRweB1vnp8,,
0saLalW_zjM,,
pLRrf-lwG5o,,
K18cqY3GJvc,,
cadjGtaQztg,,
c5-zcrVG958,,
zBges9DMmo4,,
__90F8k8X78,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
pMTA_wiY784,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
vK913oWl_XI,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
TIXWnr3sdY4,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
pJJZMcAo44g,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
ztKwAXW3KWE,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
uJXOCpDhuSQ,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
pYu4BlHrJGo,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
G1jmk4q1yes,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
ZDdnOz49Bec,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
BgSC8YD1oTQ,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
Xc6doO4Kh9k,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
67P5BdtGVWA,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
XabY4vAU2WU,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
dRgPqnG70TQ,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
lcy9fpgfB_s,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
A-XSB8m4TKw,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
p5PDmWDgWEo,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
GAHejGry1sg,, PL4xAk5aclnUiX_3Z-kR-ExMr5z0wMn1Bx
p9pTjStjGHY,http://www.learncheme.com/simulations/kinetics-reactor-design/langmuir-hinshelwood-reaction-in-a-pfr,
Qfie3dTnyIQ,, PL4xAk5aclnUiX_3Z-kR-ExMr5z0wMn1Bx
bgkNxC_rOxw,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
hreAO6Iqraw,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
6-6fRa-AZPE,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
fbFkGmHyyE4,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
X9NIQ3KBd8I,http://www.learncheme.com/simulations/kinetics-reactor-design/langmuir-isotherms-for-a-binary-mixture-2,
QuNr1mnF-pQ,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
meaFNmcqXF8,http://www.learncheme.com/simulations/kinetics-reactor-design/temperature-programmed-desorption,
sPtsmeUKDa0,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
v7CMXuKrJC8,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
YX8FVyqw_Yo,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
zFs5khfdkz0,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
D-6ACSW8E7w,, PL4xAk5aclnUgrmghoS2NWI_ZktPSZKFwa
Cwdef3TlOtE,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
s8MHZQpZOjc,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
TrBjR7qMJjs,,
laMyHmqsTUo,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
eQsi7rzMBzk,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
agUT0ekqs_A,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
ConTsQHnN6Q,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
V5zzzzWuwzE,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
oHAuPT3Mk3Y,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
_-nNBt19yTA,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
YWKONQyPAso,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
0EUHzs7DRx8,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
lLhTrWvGrZ8,,
SGyj0sySvhM,,
_wYtocFdgGc,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
cMubkwFUEDA,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
V1iM_GwTlys,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
gQ7Uwd4NZXk,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
6WklC9e_M10,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Cc88wFkW_aA,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
vZ2Im4bxa4M,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
LXYdJN1V_p0,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
EhPxE3La_Zg,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
NBst2ansVTE,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
IgUS4_0m9Zc,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
peTvH_Z1RX0,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
cBTaIZFIEG4,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
990ed9bsQlY,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
mF8RdjDiuu8,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
iCTnUFlakNo,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Fd6eqNyPSgI,,
HjK9IfWY2qg,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
jZESbugbnWw,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
OGAxPWUB8H8,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
7N_CR5aF60s,http://www.learncheme.com/simulations/thermodynamics/thermo-1/phase-behavior-on-a-pv-diagram,
0G4cO9seO9s,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
8WoyxPN1sSo,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
4y_SW1Z8b7A,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
APxyBY27Msk,,
MF0TbEeuTk0,,
49C84I1_68o,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
6KqaP0TVlJM,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Bt70qUQb6BA,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
7H2EnOzGxD0,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
uYHwrmWEIsk,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Le4gu2jysSk,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
JDqxSbBfKLk,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
47SgFaL4a7c,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
PR25HRqZjvQ,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
qqU8o55xnBM,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
bZN6BEPydN8,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
3EunldjE-yA,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
WHyDzKhyPog,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
RPNQO87i9Vg,,
b6FFfON_3YM,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
-RDRYZqxrfs,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
Xz3Ghn5RS1Y,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
_LRvR2k-lec,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
r_KN2LX0PVM,,
RmfHz7ZZzm8,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
a0Gvh_JvJgY,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
zNP0-2w6qrs,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
nvjoBkH8_qQ,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
ujiOf5UAWiQ,, PL4xAk5aclnUi1CEFNwjcheMgyWe8BwuLS
